ID,Unique_Locations,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
'17221,"('Logan_pass_VC', 'Logan_pass_parking')",660.0,2023-07-31 17:39:16,2023-07-31 17:59:31,20.25
'17341,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking')",8130.0,2023-07-31 15:58:29,2023-07-31 18:27:59,149.5
'17511,"('Logan_pass_VC', 'Logan_pass_parking')",465.0,2023-07-31 16:41:36,2023-07-31 17:07:51,26.25
'17531,"('Hidden_lake_overlook', 'Logan_pass_parking', 'Shuttle_Logan_pass')",3450.0,2023-07-31 18:23:25,2023-07-31 20:49:25,146.0
'18131,"('Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",18000.0,2023-08-01 09:06:44,2023-08-01 14:09:14,302.5
'18151,"('Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",48885.0,2023-08-01 09:07:00,2023-08-01 23:54:45,887.75
'19011,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",8730.0,2023-08-01 12:09:05,2023-08-01 17:02:05,293.0
'19021,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking')",11161.0,2023-08-01 09:55:44,2023-08-01 13:08:14,192.5
'19041,"('Logan_pass_parking', 'Loop_highline_grinnell_glac')",23745.0,2023-08-01 11:18:53,2023-08-01 18:03:08,404.25
'19161,"('Logan_pass_VC', 'Loop_highline_grinnell_glac')",2565.0,2023-08-01 08:16:22,2023-08-01 09:09:37,53.25
'19181,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",4034.0,2023-08-01 09:08:32,2023-08-01 14:30:17,321.75
'19241,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass')",3240.0,2023-08-01 11:23:00,2023-08-01 12:27:34,64.56666666666666
'19311,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",2824.0,2023-08-01 12:01:53,2023-08-01 17:05:02,303.15
'19331,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",4875.0,2023-08-01 12:31:48,2023-08-01 17:02:02,270.23333333333335
'19541,"('Loop_highline_grinnell_glac',)",2910.0,2023-08-01 09:43:08,2023-08-01 10:32:08,49.0
'20041,"('Logan_pass_parking',)",1425.0,2023-08-02 12:14:06,2023-08-02 12:37:51,23.75
'20071,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac')",6855.0,2023-08-02 17:35:32,2023-08-02 19:41:02,125.5
'20081,"('Logan_pass_parking',)",2805.0,2023-08-02 12:50:07,2023-08-02 13:36:52,46.75
'20201,"('Logan_pass_parking',)",495.0,2023-08-02 13:24:03,2023-08-02 13:32:18,8.25
'20291,"('Logan_pass_parking',)",2355.0,2023-08-02 15:12:16,2023-08-02 15:51:46,39.5
'20331,"('Logan_pass_parking',)",825.0,2023-08-02 12:21:08,2023-08-02 12:38:08,17.0
'21141,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",13636.0,2023-08-03 08:12:16,2023-08-03 12:14:31,242.25
'21191,"('Logan_pass_VC', 'Loop_highline_grinnell_glac')",19650.0,2023-08-03 09:26:39,2023-08-03 15:02:09,335.5
'21231,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",10501.0,2023-08-03 09:54:20,2023-08-03 12:46:35,172.25
'21341,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",5865.0,2023-08-03 13:05:40,2023-08-03 14:55:55,110.25
'21351,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",8055.0,2023-08-03 10:06:42,2023-08-03 12:22:12,135.5
'21381,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass')",8296.0,2023-08-03 10:35:07,2023-08-03 13:16:52,161.75
'22091,"('Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",12480.0,2023-08-06 10:34:10,2023-08-06 14:08:10,214.0
'22151,"('Loop_highline_grinnell_glac',)",42150.0,2023-08-01 12:12:15,2023-08-01 23:54:45,702.5
'22221,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass')",2940.0,2023-08-06 10:34:35,2023-08-06 13:21:50,167.25
'22401,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass')",21151.0,2023-08-06 08:56:28,2023-08-06 15:03:59,367.51666666666665
'22471,"('Logan_pass_parking', 'Shuttle_Logan_pass')",2940.0,2023-08-06 08:56:20,2023-08-06 09:45:35,49.25
'23011,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass')",10320.0,2023-08-06 10:25:12,2023-08-06 13:21:57,176.75
'23071,"('Logan_pass_VC', 'Shuttle_Logan_pass')",1485.0,2023-08-06 09:46:54,2023-08-06 13:33:09,226.25
'23141,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac')",8024.0,2023-08-06 11:26:17,2023-08-06 15:10:32,224.25
'23171,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",9195.0,2023-08-06 11:27:15,2023-08-06 14:47:30,200.25
'23201,"('Logan_pass_VC', 'Shuttle_Logan_pass')",2460.0,2023-08-06 12:08:50,2023-08-06 14:58:05,169.25
'23281,"('Hidden_lake_trail',)",7050.0,2023-08-06 09:46:36,2023-08-06 11:44:06,117.5
'23291,"('Logan_pass_VC', 'Loop_highline_grinnell_glac')",24765.0,2023-08-06 07:59:19,2023-08-06 14:56:34,417.25
'23341,"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",17281.0,2023-08-06 10:23:22,2023-08-06 15:19:53,296.51666666666665
'23441,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",11100.0,2023-08-06 08:49:50,2023-08-06 12:08:50,199.0
'23511,"('Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",60615.0,2023-08-06 07:58:02,2023-08-07 00:56:47,1018.75
'23541,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",4801.0,2023-08-06 09:13:50,2023-08-06 14:12:05,298.25
'24171,"('Logan_pass_parking', 'Shuttle_Logan_pass')",584.0,2023-08-07 08:58:18,2023-08-07 09:04:03,5.75
'24231,"('Hidden_lake_overlook', 'Logan_pass_VC')",4795.0,2023-08-07 11:42:52,2023-08-07 13:04:47,81.91666666666667
'24321,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass')",8655.0,2023-08-07 11:33:04,2023-08-07 14:00:04,147.0
'24441,"('Logan_pass_VC', 'Loop_highline_grinnell_glac')",19590.0,2023-08-07 10:36:36,2023-08-07 16:06:06,329.5
'24481,"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",13365.0,2023-08-07 11:26:18,2023-08-07 16:08:18,282.0
'24541,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",18539.0,2023-08-07 10:28:25,2023-08-07 16:03:40,335.25
'25041,"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac')",16943.0,2023-08-08 12:14:38,2023-08-08 17:16:01,301.3833333333333
'25171,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking')",4928.0,2023-08-08 13:07:41,2023-08-08 19:20:58,373.28333333333336
'25201,"('Logan_pass_parking',)",315.0,2023-08-08 12:53:29,2023-08-08 12:58:44,5.25
'25231,"('Logan_pass_VC', 'Logan_pass_parking')",766.0,2023-08-08 14:53:58,2023-08-08 15:22:43,28.75
'25281,"('Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')",20865.0,2023-08-08 13:52:32,2023-08-08 19:45:32,353.0
'25331,"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking')",7890.0,2023-08-08 13:00:05,2023-08-08 16:21:35,201.5
'25391,"('Logan_pass_VC', 'Logan_pass_parking')",3135.0,2023-08-08 14:28:18,2023-08-08 15:35:48,67.5
