ID,Trip_Order,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
'1321,"('Lake_macdonald_lodge',)",314.0,2023-07-02 11:50:58,2023-07-02 12:57:56,66.96666666666667
'13381,"('Lake_macdonald_lodge',)",2078.0,2023-07-24 15:30:03,2023-07-24 16:15:11,45.13333333333333
'14151,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",615.0,2023-07-26 17:28:50,2023-07-26 17:35:50,7.0
'14181,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",43545.0,2023-07-26 19:58:30,2023-07-27 08:40:30,762.0
'14411,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",1935.0,2023-07-26 17:22:01,2023-07-26 20:36:46,194.75
'15011,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",5795.0,2023-07-27 10:01:56,2023-07-27 12:45:20,163.4
'15091,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",7039.0,2023-07-27 10:34:00,2023-07-27 18:17:34,463.56666666666666
'15101,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",660.0,2023-07-27 10:33:54,2023-07-27 17:03:39,389.75
'1512,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",3385.0,2023-07-27 10:33:56,2023-07-27 12:53:06,139.16666666666666
'15161,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",480.0,2023-07-27 10:00:02,2023-07-27 10:04:47,4.75
'15191,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",8399.0,2023-07-27 11:37:04,2023-07-27 18:17:34,400.5
'15251,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",495.0,2023-07-27 10:00:12,2023-07-27 10:05:12,5.0
'15261,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",780.0,2023-07-27 10:34:02,2023-07-27 14:49:47,255.75
'15271,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",810.0,2023-07-27 12:15:22,2023-07-27 17:29:37,314.25
'15291,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",13413.0,2023-07-27 12:46:04,2023-07-27 15:46:22,180.3
'15321,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",435.0,2023-07-27 12:15:15,2023-07-27 12:19:30,4.25
'15411,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge')",751.0,2023-07-27 12:00:25,2023-07-27 17:03:25,303.0
'15421,"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')",420.0,2023-07-27 12:15:18,2023-07-27 12:19:33,4.25
'15441,"('Lake_macdonald_lodge',)",180.0,2023-07-27 17:00:21,2023-07-27 17:03:21,3.0
