id,location_1,enter_time_1,exit_time_1,duration_1,location_2,enter_time_2,exit_time_2,duration_2,location_3,enter_time_3,exit_time_3,duration_3,location_4,enter_time_4,exit_time_4,duration_4,location_5,enter_time_5,exit_time_5,duration_5,location_6,enter_time_6,exit_time_6,duration_6,location_7,enter_time_7,exit_time_7,duration_7,location_8,enter_time_8,exit_time_8,duration_8,location_9,enter_time_9,exit_time_9,duration_9,location_10,enter_time_10,exit_time_10,duration_10,location_11,enter_time_11,exit_time_11,duration_11,location_12,enter_time_12,exit_time_12,duration_12
'06021,Lake_macdonald_lodge,2023-07-11 12:02:16,2023-07-11 12:05:46,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06111,Lake_macdonald_lodge,2023-07-11 11:56:32,2023-07-11 11:58:47,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06151,Lake_macdonald_lodge,2023-07-11 11:48:49,2023-07-11 11:54:34,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06171,Lake_macdonald_lodge,2023-07-11 14:27:53,2023-07-11 14:49:04,1271.0,Lake_macdonald_lodge,2023-07-11 14:51:03,2023-07-11 14:54:04,181.0,Lake_macdonald_lodge,2023-07-11 15:58:34,2023-07-11 16:40:49,2535.0,Shuttle_Lake_macdonald,2023-07-11 16:25:49,2023-07-11 16:28:04,135.0,Shuttle_Lake_macdonald,2023-07-11 16:30:04,2023-07-11 16:32:19,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06381,Lake_macdonald_lodge,2023-07-11 11:38:51,2023-07-11 11:41:51,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06441,Lake_macdonald_lodge,2023-07-11 11:42:59,2023-07-11 11:45:14,135.0,Lake_macdonald_lodge,2023-07-11 11:45:29,2023-07-11 11:48:44,195.0,Lake_macdonald_lodge,2023-07-11 11:52:29,2023-07-11 12:52:44,3615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06451,Lake_macdonald_lodge,2023-07-11 10:49:27,2023-07-11 11:24:42,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06521,Lake_macdonald_lodge,2023-07-11 11:02:07,2023-07-11 11:16:08,841.0,Shuttle_Lake_macdonald,2023-07-11 11:03:22,2023-07-11 11:06:22,180.0,Lake_macdonald_lodge,2023-07-11 11:17:23,2023-07-11 11:20:53,210.0,Lake_macdonald_lodge,2023-07-11 11:44:53,2023-07-11 11:56:21,688.0,Lake_macdonald_lodge,2023-07-11 12:08:22,2023-07-11 12:11:52,210.0,Lake_macdonald_lodge,2023-07-11 12:12:52,2023-07-11 13:42:17,5365.0,Shuttle_Lake_macdonald,2023-07-11 12:14:22,2023-07-11 12:21:14,412.0,Shuttle_Lake_macdonald,2023-07-11 12:50:00,2023-07-11 12:57:15,435.0,Lake_macdonald_lodge,2023-07-11 16:43:02,2023-07-11 18:00:32,4650.0,Shuttle_Lake_macdonald,2023-07-11 17:58:02,2023-07-11 18:00:17,135.0,,,,,,,,
'06531,Lake_macdonald_lodge,2023-07-11 11:32:32,2023-07-11 11:37:02,270.0,Lake_macdonald_lodge,2023-07-11 11:37:32,2023-07-11 12:30:47,3195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'06541,Lake_macdonald_lodge,2023-07-11 10:36:27,2023-07-11 10:39:27,180.0,Lake_macdonald_lodge,2023-07-11 10:40:27,2023-07-11 10:56:57,990.0,Lake_macdonald_lodge,2023-07-11 12:10:42,2023-07-11 12:46:59,2177.0,Lake_macdonald_lodge,2023-07-11 12:48:29,2023-07-11 13:20:21,1912.0,Lake_macdonald_lodge,2023-07-11 14:33:21,2023-07-11 14:36:21,180.0,Lake_macdonald_lodge,2023-07-11 14:36:51,2023-07-11 14:38:51,120.0,,,,,,,,,,,,,,,,,,,,,,,,
'07361,Lake_macdonald_lodge,2023-07-12 17:15:20,2023-07-12 17:36:50,1290.0,Lake_macdonald_lodge,2023-07-12 17:37:05,2023-07-12 17:44:20,435.0,Lake_macdonald_lodge,2023-07-12 17:46:20,2023-07-12 17:53:35,435.0,Lake_macdonald_lodge,2023-07-12 17:55:35,2023-07-12 18:17:05,1290.0,Lake_macdonald_lodge,2023-07-12 18:17:35,2023-07-12 19:40:18,4963.0,Lake_macdonald_lodge,2023-07-12 19:46:33,2023-07-12 19:53:33,420.0,Lake_macdonald_lodge,2023-07-12 21:37:18,2023-07-12 21:41:33,255.0,Lake_macdonald_lodge,2023-07-12 21:44:18,2023-07-12 22:31:33,2835.0,Lake_macdonald_lodge,2023-07-12 22:31:48,2023-07-12 22:43:03,675.0,Lake_macdonald_lodge,2023-07-12 22:43:33,2023-07-12 22:46:18,165.0,Lake_macdonald_lodge,2023-07-12 22:46:33,2023-07-12 22:52:18,345.0,Lake_macdonald_lodge,2023-07-12 22:58:48,2023-07-13 09:29:08,37820.0
