ID,Unique_Locations,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
'07221,"('Apgar_VC', 'Apgar_VC_parking')",2329.0,2023-07-12 18:00:26,2023-07-12 18:56:23,55.95
'07231,"('Logan_pass_parking', 'Oberlin_bend', 'St_mary_VC_parking', 'St_mary_campground', 'Wild_goose_island')",43562.0,2023-07-12 17:29:51,2023-07-13 10:23:22,1013.5166666666667
'07251,"('Apgar_campground',)",59535.0,2023-07-12 18:53:02,2023-07-13 11:25:17,992.25
'07261,"('StMary_falls_trail', 'St_mary_VC', 'St_mary_falls_parking')",8086.0,2023-07-12 17:40:50,2023-07-12 20:36:35,175.75
'07271,"('Wild_goose_island',)",285.0,2023-07-12 17:46:04,2023-07-12 17:51:19,5.25
'07301,"('Jackson_glac_overlook',)",465.0,2023-07-12 17:26:55,2023-07-12 17:34:55,8.0
'07321,"('Red_rock',)",1050.0,2023-07-12 16:55:07,2023-07-12 17:12:37,17.5
'07341,"('Lunch_creek_parking', 'Oberlin_bend', 'St_mary_VC_parking')",2805.0,2023-07-12 16:14:43,2023-07-12 17:37:28,82.75
'07351,"('Apgar_VC_parking', 'Apgar_village', 'Jackson_glac_overlook', 'Logan_pass_parking')",3510.0,2023-07-12 16:54:38,2023-07-12 19:18:23,143.75
'07361,"('Lake_macdonald_lodge',)",50928.0,2023-07-12 17:15:20,2023-07-13 09:29:08,973.8
'07391,"('Baring_falls_to_sun_point', 'Baring_falls_trail', 'Sun_point_nature_trail', 'Sun_point_parking', 'Viriginia_falls_trail')",5880.0,2023-07-06 12:07:23,2023-07-06 15:42:38,215.25
