Unique_Locations,IDs,Count,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
"('Baring_falls_trail', 'Rising_sun', 'StMary_falls_trail', 'St_mary_falls_parking')","[""'17121""]",1,[8151.0],['2023-07-31 17:58:25'],['2023-08-01 07:41:11'],[822.7666666666667]
"('Logan_pass_parking', 'Rising_sun')","[""'17131""]",1,[10185.0],['2023-07-31 16:14:18'],['2023-08-01 07:41:18'],[927.0]
"('Avalanche_parking', 'Avalanche_trail', 'Big_bend', 'Trail_of_Cedars')","[""'17141""]",1,[10260.0],['2023-07-31 17:30:32'],['2023-07-31 20:52:17'],[201.75]
"('Logan_pass_VC', 'Logan_pass_parking', 'Siyeh_bend_parking')","[""'17221""]",1,[915.0],['2023-07-31 17:39:16'],['2023-07-31 18:15:01'],[35.75]
"('Oberlin_bend', 'Rising_sun')","[""'17231""]",1,[4590.0],['2023-07-31 17:23:07'],['2023-07-31 19:52:52'],[149.75]
"('StMary_falls_trail',)","[""'17271""]",1,[1050.0],['2023-07-31 17:37:28'],['2023-07-31 17:54:58'],[17.5]
"('Apgar_VC', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Oberlin_bend', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald')","[""'17321""]",1,[49084.0],['2023-07-31 17:07:29'],['2023-08-01 10:06:17'],[1018.8]
"('Big_bend', 'Red_rock')","[""'17331""]",1,[1125.0],['2023-07-31 16:34:16'],['2023-07-31 18:06:16'],[92.0]
"('Big_bend', 'Jackson_glac_overlook', 'Loop_parking', 'Siyeh_bend_parking')","[""'17381""]",1,[1035.0],['2023-07-31 16:16:43'],['2023-07-31 17:24:43'],[68.0]
"('StMary_falls_trail', 'St_mary_campground', 'Viriginia_falls_trail')","[""'17391""]",1,[59055.0],['2023-07-31 16:09:38'],['2023-08-01 09:39:08'],[1049.5]
"('Avalanche_parking', 'Rising_sun')","[""'17431""]",1,[20480.0],['2023-07-31 16:33:14'],['2023-08-01 10:25:33'],[1072.3166666666666]
"('Baring_falls_trail', 'Rising_sun', 'Rising_sun_boat_dock')","[""'17441""]",1,[2550.0],['2023-07-31 16:32:47'],['2023-07-31 18:40:17'],[127.5]
"('Apgar_VC', 'Apgar_VC_parking', 'Baring_falls_parking', 'Big_bend', 'Jackson_glac_overlook', 'Loop_parking')","[""'17461""]",1,[17551.0],['2023-07-31 16:22:17'],['2023-08-01 00:13:17'],[471.0]
"('Baring_falls_parking',)","[""'17501""]",1,[4125.0],['2023-07-31 16:51:47'],['2023-07-31 18:16:17'],[84.5]
"('Gunsight_pass_trailhead', 'Logan_pass_VC', 'Logan_pass_parking', 'Wild_goose_island')","[""'17511""]",1,[810.0],['2023-07-31 15:49:06'],['2023-07-31 17:07:51'],[78.75]
"('Hidden_lake_overlook', 'Jackson_glac_overlook', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Oberlin_bend', 'Shuttle_Logan_pass', 'Wild_goose_island')","[""'17531""]",1,[5040.0],['2023-07-31 17:29:40'],['2023-07-31 21:49:10'],[259.5]
"('Apgar_VC', 'Apgar_VC_parking', 'Lake_macdonald_lodge')","[""'17541""]",1,[35344.0],['2023-07-30 17:59:18'],['2023-07-31 11:13:20'],[1034.0333333333333]
"('Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'Shuttle_Siyeh_bend', 'St_mary_VC_parking')","[""'18131""]",1,[19605.0],['2023-08-01 08:03:59'],['2023-08-01 15:21:44'],[437.75]
"('Loop_highline_grinnell_glac', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'St_mary_VC_parking')","[""'18151""]",1,[49740.0],['2023-08-01 08:11:45'],['2023-08-01 23:54:45'],[943.0]
"('Apgar_VC', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass', 'StMary_falls_trail', 'Viriginia_falls_trail')","[""'19011""]",1,[16232.0],['2023-08-01 09:33:35'],['2023-08-01 17:02:05'],[448.5]
"('Apgar_VC_parking', 'Apgar_campground', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche')","[""'19021""]",1,[37966.0],['2023-08-01 08:48:59'],['2023-08-01 21:50:29'],[781.5]
"('Apgar_VC', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Loop_parking', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Loop')","[""'19041""]",1,[47110.0],['2023-08-01 07:48:53'],['2023-08-02 01:28:00'],[1059.1166666666666]
"('Lake_macdonald_lodge', 'Logan_pass_VC', 'Loop_highline_grinnell_glac')","[""'19161""]",1,[2685.0],['2023-08-01 07:27:37'],['2023-08-01 09:09:37'],[102.0]
"('Apgar_VC_parking', 'Apgar_village', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'19181""]",1,[14399.0],['2023-08-01 08:06:02'],['2023-08-01 18:38:17'],[632.25]
"('Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'StMary_falls_trail', 'St_mary_VC', 'Sun_point_nature_trail', 'Sun_point_parking')","[""'19311""]",1,[13820.0],['2023-08-01 11:05:08'],['2023-08-01 18:17:27'],[432.31666666666666]
"('Apgar_VC', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'19331"", ""'21231"", ""'24321""]",3,"[34296.0, 24159.0, 34813.0]","['2023-08-01 10:56:33', '2023-08-03 08:59:05', '2023-08-07 10:00:04']","['2023-08-02 02:15:59', '2023-08-03 23:54:42', '2023-08-07 22:48:18']","[919.4333333333333, 895.6166666666667, 768.2333333333333]"
"('Apgar_VC', 'Avalanche_parking', 'Shuttle_Avalanche')","[""'19461""]",1,[8405.0],['2023-08-01 08:12:57'],['2023-08-01 10:58:47'],[165.83333333333334]
"('Apgar_VC', 'Apgar_VC_parking', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Shuttle_Avalanche', 'Trail_of_Cedars')","[""'19521""]",1,[5795.0],['2023-08-01 11:05:05'],['2023-08-01 15:20:55'],[255.83333333333334]
"('Lake_macdonald_lodge', 'Loop_highline_grinnell_glac')","[""'19541""]",1,[3090.0],['2023-08-01 08:32:38'],['2023-08-01 10:32:08'],[119.5]
"('Rising_sun_boat_dock', 'Rising_sun_picnic_area', 'St_mary_VC_parking')","[""'20021""]",1,[48631.0],['2023-08-02 11:07:48'],['2023-08-03 00:55:48'],[828.0]
"('Apgar_VC', 'Apgar_VC_parking', 'Apgar_village', 'Big_bend', 'Jackson_glac_overlook', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Lunch_creek', 'Lunch_creek_parking')","[""'20041""]",1,[28497.0],['2023-08-02 11:43:36'],['2023-08-02 23:58:17'],[734.6833333333333]
"('Big_bend', 'Gunsight_pass_trailhead', 'Hidden_lake_overlook', 'Jackson_glac_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Red_rock')","[""'20071""]",1,[15360.0],['2023-08-02 11:35:02'],['2023-08-02 20:33:29'],[538.45]
"('Apgar_VC', 'Apgar_village', 'Logan_pass_parking', 'Loop_parking')","[""'20081""]",1,[16859.0],['2023-08-02 12:50:07'],['2023-08-03 05:19:22'],[989.25]
"('Big_bend', 'Lake_macdonald_lodge', 'Loop_parking', 'Oberlin_bend', 'Sun_point_parking', 'Wild_goose_island')","[""'20161""]",1,[14067.0],['2023-08-02 12:28:08'],['2023-08-02 17:50:20'],[322.2]
"('Lake_macdonald_lodge', 'Oberlin_bend', 'Snyder_ridge_trail')","[""'20181""]",1,[22418.0],['2023-08-02 11:17:29'],['2023-08-02 19:24:53'],[487.4]
"('Big_bend', 'Logan_pass_parking', 'Rising_sun_boat_dock')","[""'20201""]",1,[3210.0],['2023-08-02 12:34:48'],['2023-08-02 14:01:03'],[86.25]
"('Apgar_VC', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Shuttle_Lake_macdonald', 'Sun_point_parking')","[""'20291""]",1,[34024.0],['2023-08-02 10:43:31'],['2023-08-03 01:54:20'],[910.8166666666667]
"('Jackson_glac_overlook', 'Rising_sun_boat_dock')","[""'20391""]",1,[6270.0],['2023-08-02 12:21:17'],['2023-08-02 16:04:32'],[223.25]
"('St_mary_VC',)","[""'20431""]",1,[4679.0],['2023-08-02 12:21:46'],['2023-08-02 13:44:45'],[82.98333333333333]
"('Apgar_VC', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Logan_pass')","[""'21141""]",1,[38564.0],['2023-08-03 08:12:16'],['2023-08-03 23:42:21'],[930.0833333333334]
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald')","[""'21191""]",1,[23670.0],['2023-08-03 08:26:39'],['2023-08-03 16:05:24'],[458.75]
"('Avalanche_parking', 'Avalanche_trail', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'Trail_of_Cedars')","[""'21341""]",1,[17535.0],['2023-08-03 08:59:10'],['2023-08-03 15:49:10'],[410.0]
"('Apgar_VC', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass')","[""'21351""]",1,[40636.0],['2023-08-03 09:21:11'],['2023-08-04 02:28:53'],[1027.7]
"('Apgar_VC', 'Apgar_VC_parking', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'21381""]",1,[16936.0],['2023-08-03 09:24:40'],['2023-08-03 23:53:55'],[869.25]
"('Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Shuttle_Avalanche', 'Trail_of_Cedars')","[""'21521"", ""'25421""]",2,"[21044.0, 18810.0]","['2023-08-03 10:46:44', '2023-08-08 11:16:47']","['2023-08-03 16:05:21', '2023-08-08 16:42:31']","[318.6166666666667, 325.73333333333335]"
"('Baring_falls_to_sun_point', 'Rising_sun_boat_dock', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'St_mary_VC_parking', 'St_mary_campground', 'Sun_point_nature_trail', 'Sun_point_parking', 'Viriginia_falls_trail')","[""'22021""]",1,[15803.0],['2023-08-06 08:18:43'],['2023-08-07 00:04:49'],[946.1]
"('Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass', 'Siyeh_bend_trail', 'St_mary_VC_parking')","[""'22091""]",1,[19095.0],['2023-08-06 08:02:25'],['2023-08-06 14:17:37'],[375.2]
"('Baring_falls_to_sun_point', 'Baring_falls_trail', 'Red_eagle_trail', 'Rising_sun_boat_dock', 'StMary_falls_trail', 'St_mary_VC', 'St_mary_VC_parking', 'St_mary_campground', 'Sun_point_nature_trail', 'Sun_point_parking', 'Viriginia_falls_trail')","[""'22121""]",1,[33162.0],['2023-08-06 08:24:19'],['2023-08-07 01:44:28'],[1040.15]
"('Loop_highline_grinnell_glac',)","[""'22151""]",1,[42150.0],['2023-08-01 12:12:15'],['2023-08-01 23:54:45'],[702.5]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'St_mary_VC_parking', 'Sun_point_parking')","[""'22221""]",1,[19620.0],['2023-08-06 08:00:47'],['2023-08-06 16:57:02'],[536.25]
"('Shuttle_Siyeh_bend', 'Shuttle_Sunrift_gorge', 'Siyeh_bend_trail', 'Siyeh_pass_trail', 'St_mary_VC_parking')","[""'22261""]",1,[21338.0],['2023-08-06 07:46:41'],['2023-08-06 14:23:19'],[396.6333333333333]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'St_mary_VC')","[""'22401""]",1,[29218.0],['2023-08-06 08:07:31'],['2023-08-06 21:17:42'],[790.1833333333333]
"('Otokomi_lake_trail', 'Rising_sun_boat_dock', 'Shuttle_Rising_Sun', 'St_mary_VC_parking')","[""'22411""]",1,[60539.0],['2023-08-06 08:26:22'],['2023-08-07 01:59:31'],[1053.15]
"('Rising_sun_boat_dock', 'Shuttle_Sunrift_gorge', 'Siyeh_bend_trail', 'Siyeh_pass_trail', 'St_mary_VC_parking', 'Sun_point_parking')","[""'22461""]",1,[36704.0],['2023-08-06 08:21:50'],['2023-08-06 20:23:47'],[721.95]
"('Logan_pass_parking', 'Shuttle_Logan_pass', 'Shuttle_St_mary_falls', 'St_mary_VC_parking', 'Sun_point_parking')","[""'22471""]",1,[9292.0],['2023-08-06 07:45:43'],['2023-08-06 12:07:50'],[262.1166666666667]
"('Rising_sun_boat_dock', 'Shuttle_Rising_Sun', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'St_mary_VC', 'St_mary_VC_parking', 'Viriginia_falls_trail')","[""'22531""]",1,[30049.0],['2023-08-06 08:00:22'],['2023-08-06 21:18:39'],[798.2833333333333]
"('Apgar_campground', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'23011""]",1,[30165.0],['2023-08-06 09:40:57'],['2023-08-06 19:26:18'],[585.35]
"('Apgar_VC', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'Viriginia_falls_trail')","[""'23071""]",1,[15045.0],['2023-08-06 08:49:09'],['2023-08-06 16:55:36'],[486.45]
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Trail_of_Cedars')","[""'23101""]",1,[8729.0],['2023-08-06 09:36:37'],['2023-08-06 13:48:33'],[251.93333333333334]
"('Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald')","[""'23141""]",1,[16259.0],['2023-08-06 09:58:47'],['2023-08-06 16:46:32'],[407.75]
"('Avalanche_parking', 'Hidden_lake_overlook', 'Jackson_glac_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Jackson_glac_overlook', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass', 'Trail_of_Cedars')","[""'23171""]",1,[24103.0],['2023-08-06 09:58:35'],['2023-08-06 17:54:51'],[476.26666666666665]
"('Apgar_VC', 'Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'Trail_of_Cedars', 'Viriginia_falls_trail')","[""'23201""]",1,[35497.0],['2023-08-06 08:57:20'],['2023-08-07 00:36:10'],[938.8333333333334]
"('Hidden_lake_trail',)","[""'23281""]",1,[7050.0],['2023-08-06 09:46:36'],['2023-08-06 11:44:06'],[117.5]
"('Apgar_VC', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Loop')","[""'23291""]",1,[32338.0],['2023-08-06 07:59:19'],['2023-08-06 17:58:01'],[598.7]
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'23341"", ""'24481""]",2,"[21616.0, 24612.0]","['2023-08-06 09:40:53', '2023-08-07 09:35:12']","['2023-08-06 16:46:23', '2023-08-07 17:39:03']","[425.5, 483.85]"
"('Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Logan_pass')","[""'23441""]",1,[14369.0],['2023-08-06 08:49:50'],['2023-08-06 13:31:20'],[281.5]
"('Apgar_VC', 'Apgar_VC_parking', 'Avalanche_parking', 'Avalanche_trail', 'Shuttle_Avalanche', 'Trail_of_Cedars')","[""'24041""]",1,[15615.0],['2023-08-07 08:04:27'],['2023-08-07 13:50:42'],[346.25]
"('Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'Trail_of_Cedars')","[""'24171""]",1,[14608.0],['2023-08-07 08:58:18'],['2023-08-07 13:35:39'],[277.35]
"('Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald')","[""'24231""]",1,[10135.0],['2023-08-07 09:59:51'],['2023-08-07 13:04:47'],[184.93333333333334]
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Loop')","[""'24441""]",1,[22830.0],['2023-08-07 09:35:06'],['2023-08-07 17:03:38'],[448.53333333333336]
"('Apgar_VC', 'Apgar_VC_parking', 'Avalanche_parking', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Logan_pass')","[""'24541""]",1,[22648.0],['2023-08-07 09:19:40'],['2023-08-07 20:44:48'],[685.1333333333333]
"('Big_bend',)","[""'25011""]",1,[255.0],['2023-08-08 13:44:22'],['2023-08-08 13:48:52'],[4.5]
"('Apgar_village', 'Lake_macdonald_lodge')","[""'25071""]",1,[11159.0],['2023-08-08 12:06:09'],['2023-08-08 15:38:53'],[212.73333333333332]
"('Lake_macdonald_lodge', 'Moose_country', 'Shuttle_Lake_macdonald')","[""'25141""]",1,[7673.0],['2023-08-08 11:38:08'],['2023-08-08 15:48:10'],[250.03333333333333]
"('Apgar_VC_parking', 'Apgar_village', 'Lake_macdonald_lodge')","[""'25161""]",1,[5248.0],['2023-08-08 12:26:19'],['2023-08-08 15:27:00'],[180.68333333333334]
"('Apgar_VC', 'Apgar_VC_parking', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Lunch_creek_parking')","[""'25171""]",1,[17243.0],['2023-08-08 10:02:01'],['2023-08-08 22:33:58'],[751.95]
"('Apgar_VC', 'Apgar_VC_parking', 'Big_bend', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Rising_sun', 'Sun_point_parking')","[""'25201""]",1,[10425.0],['2023-08-08 10:35:59'],['2023-08-08 16:51:54'],[375.9166666666667]
"('Avalanche_parking', 'Logan_pass_VC', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Shuttle_Avalanche', 'St_mary_VC_parking')","[""'25231""]",1,[12578.0],['2023-08-08 13:35:42'],['2023-08-09 00:04:25'],[628.7166666666667]
"('Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Moose_country', 'Shuttle_Avalanche', 'Trail_of_Cedars')","[""'25241""]",1,[14910.0],['2023-08-08 13:07:51'],['2023-08-08 17:42:21'],[274.5]
"('Apgar_VC_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Logan_pass', 'Shuttle_Loop')","[""'25281""]",1,[22980.0],['2023-08-08 12:57:32'],['2023-08-08 20:48:47'],[471.25]
"('Apgar_VC_parking', 'Apgar_village', 'Fish_creek', 'Lake_macdonald_lodge', 'Rocky_point_trail')","[""'25291""]",1,[10008.0],['2023-08-08 10:44:23'],['2023-08-08 15:11:11'],[266.8]
"('Apgar_campground', 'Apgar_village', 'Lake_macdonald_lodge', 'Loop_parking')","[""'25321""]",1,[5253.0],['2023-08-08 10:50:21'],['2023-08-08 14:45:54'],[235.55]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Moose_country', 'Wild_goose_island')","[""'25331""]",1,[8535.0],['2023-08-08 12:03:20'],['2023-08-08 16:21:35'],[258.25]
"('Apgar_VC_parking', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Red_rock')","[""'25431""]",1,[3825.0],['2023-08-08 12:32:49'],['2023-08-08 14:59:04'],[146.25]
