Unique_Locations,IDs,Count,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Loop_parking', 'Rising_sun')","[""'06441""]",1,[20250.0],['2023-07-11 11:42:59'],['2023-07-11 20:27:29'],[524.5]
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Moose_country', 'Red_rock')","[""'06451""]",1,[6525.0],['2023-07-11 10:49:27'],['2023-07-11 13:59:57'],[190.5]
"('Avalanche_parking',)","[""'06481"", ""'16091""]",2,"[15601.0, 360.0]","['2023-07-11 11:57:19', '2023-07-30 16:46:35']","['2023-07-11 16:38:34', '2023-07-30 16:52:35']","[281.25, 6.0]"
"('Apgar_VC_parking', 'Avalanche_parking', 'Logan_pass_parking')","[""'06511""]",1,[2760.0],['2023-07-12 17:48:29'],['2023-07-12 21:08:14'],[199.75]
"('Apgar_VC', 'Apgar_VC_parking', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Red_rock', 'Shuttle_Lake_macdonald')","[""'06521""]",1,[15976.0],['2023-07-11 10:27:22'],['2023-07-11 18:00:32'],[453.1666666666667]
"('Apgar_VC_parking', 'Lake_macdonald_lodge')","[""'06531"", ""'16521"", ""'25311""]",3,"[19485.0, 1635.0, 8456.0]","['2023-07-11 11:32:32', '2023-07-30 16:48:45', '2023-08-08 11:32:38']","['2023-07-11 17:24:32', '2023-07-30 18:22:15', '2023-08-08 15:34:33']","[352.0, 93.5, 241.91666666666666]"
"('Apgar_VC', 'Apgar_VC_parking', 'Lake_macdonald_lodge', 'Snyder_ridge_trail')","[""'06541""]",1,[18095.0],['2023-07-11 10:36:27'],['2023-07-11 18:25:02'],[468.5833333333333]
"('Logan_pass_parking',)","[""'07041"", ""'07171"", ""'09081"", ""'20331""]",4,"[1245.0, 2160.0, 180.0, 825.0]","['2023-07-12 18:13:22', '2023-07-12 16:39:13', '2023-07-16 08:46:44', '2023-08-02 12:21:08']","['2023-07-12 18:34:07', '2023-07-12 17:15:13', '2023-07-16 08:49:44', '2023-08-02 12:38:08']","[20.75, 36.0, 3.0, 17.0]"
"('St_mary_falls_parking',)","[""'07091""]",1,[390.0],['2023-07-12 16:10:37'],['2023-07-12 16:17:07'],[6.5]
"('Logan_pass_parking', 'Oberlin_climbing')","[""'07101""]",1,[7185.0],['2023-07-12 16:08:25'],['2023-07-12 18:14:25'],[126.0]
"('Apgar_VC',)","[""'07121"", ""'07541"", ""'14221"", ""'17021""]",4,"[18939.0, 149.0, 56257.0, 10755.0]","['2023-07-12 20:54:56', '2023-07-12 18:27:32', '2023-07-26 17:41:42', '2023-07-31 18:09:06']","['2023-07-13 04:31:03', '2023-07-12 18:30:01', '2023-07-27 09:34:50', '2023-07-31 21:17:21']","[456.1166666666667, 2.4833333333333334, 953.1333333333333, 188.25]"
"('Apgar_VC', 'Rising_sun')","[""'07131""]",1,[3151.0],['2023-07-12 15:17:29'],['2023-07-12 18:54:30'],[217.01666666666668]
"('Apgar_VC_parking', 'Logan_pass_parking')","[""'07161"", ""'14421""]",2,"[1860.0, 2415.0]","['2023-07-12 16:44:37', '2023-07-26 17:27:46']","['2023-07-12 18:38:37', '2023-07-26 21:32:31']","[114.0, 244.75]"
"('Hidden_lake_overlook', 'Logan_pass_parking')","[""'07181""]",1,[3990.0],['2023-07-12 16:51:36'],['2023-07-12 17:59:51'],[68.25]
"('Logan_pass_parking', 'Loop_highline_grinnell_glac')","[""'07211""]",1,[2940.0],['2023-07-12 17:41:02'],['2023-07-12 18:44:32'],[63.5]
"('Logan_pass_parking', 'Oberlin_bend', 'St_mary_VC_parking', 'St_mary_campground', 'Wild_goose_island')","[""'07231""]",1,[43562.0],['2023-07-12 17:29:51'],['2023-07-13 10:23:22'],[1013.5166666666667]
"('Apgar_campground',)","[""'07251""]",1,[59535.0],['2023-07-12 18:53:02'],['2023-07-13 11:25:17'],[992.25]
"('StMary_falls_trail', 'St_mary_VC', 'St_mary_falls_parking')","[""'07261""]",1,[8086.0],['2023-07-12 17:40:50'],['2023-07-12 20:36:35'],[175.75]
"('Wild_goose_island',)","[""'07271""]",1,[285.0],['2023-07-12 17:46:04'],['2023-07-12 17:51:19'],[5.25]
"('Jackson_glac_overlook',)","[""'07301"", ""'09351"", ""'14101""]",3,"[465.0, 840.0, 345.0]","['2023-07-12 17:26:55', '2023-07-16 08:39:52', '2023-07-26 16:11:17']","['2023-07-12 17:34:55', '2023-07-16 09:15:37', '2023-07-26 16:17:02']","[8.0, 35.75, 5.75]"
"('Red_rock',)","[""'07321""]",1,[1050.0],['2023-07-12 16:55:07'],['2023-07-12 17:12:37'],[17.5]
"('Lunch_creek_parking', 'Oberlin_bend', 'St_mary_VC_parking')","[""'07341""]",1,[2805.0],['2023-07-12 16:14:43'],['2023-07-12 17:37:28'],[82.75]
"('Apgar_VC_parking', 'Apgar_village', 'Jackson_glac_overlook', 'Logan_pass_parking')","[""'07351""]",1,[3510.0],['2023-07-12 16:54:38'],['2023-07-12 19:18:23'],[143.75]
"('Baring_falls_to_sun_point', 'Baring_falls_trail', 'Sun_point_nature_trail', 'Sun_point_parking', 'Viriginia_falls_trail')","[""'07391""]",1,[5880.0],['2023-07-06 12:07:23'],['2023-07-06 15:42:38'],[215.25]
"('Apgar_village', 'Fish_creek')","[""'07411""]",1,[54190.0],['2023-07-12 17:45:35'],['2023-07-13 09:09:47'],[924.2]
"('Baring_falls_to_sun_point', 'Sun_point_parking')","[""'07441"", ""'20411""]",2,"[1395.0, 4092.0]","['2023-07-12 15:43:09', '2023-08-02 11:20:39']","['2023-07-12 16:36:24', '2023-08-02 12:33:36']","[53.25, 72.95]"
"('Apgar_VC', 'Apgar_VC_parking', 'Red_rock')","[""'07451""]",1,[8764.0],['2023-07-12 18:39:40'],['2023-07-13 05:25:58'],[646.3]
"('Apgar_VC_parking', 'Loop_parking')","[""'07521""]",1,[465.0],['2023-07-12 17:43:28'],['2023-07-12 18:42:43'],[59.25]
"('Baring_falls_to_sun_point', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'StMary_falls_trail', 'Sun_point_parking')","[""'08231""]",1,[4260.0],['2023-07-14 14:55:38'],['2023-07-14 17:49:05'],[173.45]
"('Apgar_VC_parking', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Sun_point_parking')","[""'09041""]",1,[21180.0],['2023-07-16 09:22:32'],['2023-07-16 17:10:17'],[467.75]
"('Baring_falls_trail', 'StMary_falls_trail', 'St_mary_falls_parking', 'Viriginia_falls_trail')","[""'09071""]",1,[8640.0],['2023-07-16 08:39:32'],['2023-07-16 12:42:32'],[243.0]
"('Apgar_VC', 'Baring_falls_parking', 'Big_bend', 'Jackson_glac_overlook', 'Lunch_creek_parking', 'Red_rock', 'Sun_point_parking', 'Wild_goose_island')","[""'09111""]",1,[18910.0],['2023-07-16 07:56:35'],['2023-07-16 17:37:45'],[581.1666666666666]
"('Apgar_village', 'Avalanche_parking', 'Big_bend', 'Lake_macdonald_lodge', 'Oberlin_bend', 'Red_rock', 'Wild_goose_island')","[""'09151""]",1,[14910.0],['2023-07-16 08:53:50'],['2023-07-16 16:02:05'],[428.25]
"('Logan_pass_parking', 'Red_rock', 'Sun_point_parking', 'Wild_goose_island')","[""'09161""]",1,[8265.0],['2023-07-16 08:55:04'],['2023-07-16 16:52:04'],[477.0]
"('Siyeh_bend_parking', 'Siyeh_bend_trail', 'St_mary_campground')","[""'09191""]",1,[61231.0],['2023-07-16 08:42:29'],['2023-07-17 02:17:14'],[1054.75]
"('Baring_falls_trail', 'Rising_sun_boat_dock', 'St_mary_falls_parking')","[""'09281""]",1,[5190.0],['2023-07-16 08:03:37'],['2023-07-16 11:49:37'],[226.0]
"('Apgar_campground', 'Avalanche_parking', 'Big_bend', 'Moose_country')","[""'09291""]",1,[3016.0],['2023-07-16 08:41:29'],['2023-07-16 10:54:14'],[132.75]
"('Rising_sun_boat_dock',)","[""'09331""]",1,[2550.0],['2023-07-16 08:11:06'],['2023-07-16 08:53:36'],[42.5]
"('Apgar_village', 'Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Red_rock', 'Shuttle_Avalanche', 'Trail_of_Cedars')","[""'09341""]",1,[19351.0],['2023-07-16 09:52:48'],['2023-07-16 16:20:48'],[388.0]
"('Apgar_VC', 'Apgar_VC_parking', 'Apgar_village', 'Hidden_lake_overlook', 'Jackson_glac_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Lunch_creek_parking', 'Shuttle_Logan_pass', 'StMary_falls_trail', 'St_mary_falls_parking', 'Sun_point_parking')","[""'09381""]",1,[18797.0],['2023-07-16 07:56:59'],['2023-07-16 16:25:44'],[508.75]
"('Baring_falls_trail', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'St_mary_falls_parking', 'Sun_point_nature_trail', 'Sun_point_parking')","[""'09401""]",1,[14280.0],['2023-07-16 09:39:01'],['2023-07-16 14:50:46'],[311.75]
"('Apgar_village', 'Avalanche_parking', 'Lake_macdonald_lodge')","[""'09421""]",1,[53874.0],['2023-07-16 10:41:40'],['2023-07-17 03:28:52'],[1007.2]
"('Big_bend', 'Lake_macdonald_lodge', 'Red_rock', 'Sun_point_parking', 'Trail_of_Cedars')","[""'09471""]",1,[1785.0],['2023-07-16 09:41:50'],['2023-07-16 11:54:50'],[133.0]
"('Apgar_VC_parking', 'Avalanche_parking', 'Avalanche_trail', 'Big_bend', 'Gunsight_pass_trailhead', 'Loop_parking', 'Red_rock', 'Shuttle_Avalanche', 'Trail_of_Cedars')","[""'09501""]",1,[12766.0],['2023-07-16 09:05:32'],['2023-07-16 15:25:56'],[380.4]
"('Apgar_VC_parking', 'Logan_pass_parking', 'Loop_parking', 'Red_rock')","[""'10081""]",1,[3990.0],['2023-07-18 16:40:23'],['2023-07-18 19:52:53'],[192.5]
"('Rising_sun', 'St_mary_VC_parking')","[""'10091"", ""'10241""]",2,"[750.0, 750.0]","['2023-07-16 09:41:39', '2023-07-16 09:41:41']","['2023-07-16 10:03:39', '2023-07-16 10:03:41']","[22.0, 22.0]"
"('Big_bend', 'Moose_country', 'St_mary_VC_parking')","[""'10231""]",1,[14099.0],['2023-07-18 17:58:04'],['2023-07-19 09:46:03'],[947.9833333333333]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking')","[""'10391"", ""'17341""]",2,"[6300.0, 8130.0]","['2023-07-18 18:38:05', '2023-07-31 15:58:29']","['2023-07-18 20:26:35', '2023-07-31 18:27:59']","[108.5, 149.5]"
"('Big_bend', 'Logan_pass_VC', 'Logan_pass_parking', 'Oberlin_climbing')","[""'10471""]",1,[10515.0],['2023-07-18 18:42:24'],['2023-07-18 21:57:39'],[195.25]
"('Apgar_VC', 'Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Trail_of_Cedars')","[""'11111"", ""'11531"", ""'15271"", ""'15421"", ""'15461"", ""'21501"", ""'23041""]",7,"[41333.0, 37854.0, 27248.0, 10245.0, 18774.0, 10785.0, 22094.0]","['2023-07-20 11:29:21', '2023-07-20 09:50:33', '2023-07-27 12:15:22', '2023-07-27 11:23:18', '2023-07-27 10:29:14', '2023-08-03 10:08:10', '2023-08-06 08:57:27']","['2023-07-21 03:00:16', '2023-07-21 03:44:03', '2023-07-28 00:21:21', '2023-07-27 14:54:03', '2023-07-27 20:32:50', '2023-08-03 16:13:15', '2023-08-06 23:47:50']","[930.9166666666666, 1073.5, 725.9833333333333, 210.75, 603.6, 365.0833333333333, 890.3833333333333]"
"('Apgar_VC', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'11411"", ""'19241""]",2,"[29406.0, 17145.0]","['2023-07-20 10:56:22', '2023-08-01 10:34:22']","['2023-07-21 03:19:18', '2023-08-01 17:19:33']","[982.9333333333333, 405.18333333333334]"
"('Apgar_VC', 'Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Shuttle_Avalanche', 'Trail_of_Cedars')","[""'11421""]",1,[16260.0],['2023-07-20 10:20:02'],['2023-07-20 18:40:38'],[500.6]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'St_mary_VC_parking')","[""'12011""]",1,[24181.0],['2023-07-21 09:27:09'],['2023-07-21 17:17:54'],[470.75]
"('Loop_highline_grinnell_glac', 'Shuttle_Logan_pass')","[""'12021"", ""'23511""]",2,"[62445.0, 60615.0]","['2023-07-21 09:11:19', '2023-08-06 07:58:02']","['2023-07-22 02:32:49', '2023-08-07 00:56:47']","[1041.5, 1018.75]"
"('Logan_pass_VC',)","[""'12031""]",1,[31425.0],['2023-07-21 09:29:32'],['2023-07-21 19:11:35'],[582.05]
"('Avalanche_parking', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'Shuttle_Siyeh_bend', 'St_mary_VC_parking', 'Trail_of_Cedars')","[""'12151""]",1,[25243.0],['2023-07-21 09:48:51'],['2023-07-21 22:49:49'],[780.9666666666667]
"('Avalanche_parking', 'Logan_pass_VC', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'Trail_of_Cedars')","[""'12161""]",1,[7785.0],['2023-07-21 10:39:05'],['2023-07-21 14:52:20'],[253.25]
"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac')","[""'12251"", ""'25041""]",2,"[21692.0, 16943.0]","['2023-07-21 08:59:59', '2023-08-08 12:14:38']","['2023-07-21 15:10:32', '2023-08-08 17:16:01']","[370.55, 301.3833333333333]"
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'St_mary_VC_parking')","[""'12301""]",1,[44854.0],['2023-07-21 11:06:43'],['2023-07-22 01:02:16'],[835.55]
"('Rising_sun_boat_dock', 'Shuttle_St_mary_falls', 'Shuttle_Sun_point', 'StMary_falls_trail', 'St_mary_VC', 'St_mary_VC_parking', 'Sun_point_parking')","[""'12401""]",1,[11251.0],['2023-07-21 09:27:59'],['2023-07-22 03:15:37'],[1067.6333333333334]
"('Hidden_lake_overlook', 'Jackson_glac_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'St_mary_VC_parking')","[""'12501""]",1,[24615.0],['2023-07-21 09:02:42'],['2023-07-21 17:58:42'],[536.0]
"('Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass', 'St_mary_VC_parking', 'Trail_of_Cedars')","[""'12521""]",1,[37204.0],['2023-07-21 08:08:19'],['2023-07-22 01:37:50'],[1049.5166666666667]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'Sun_point_parking')","[""'13041""]",1,[6135.0],['2023-07-24 11:14:03'],['2023-07-24 14:04:33'],[170.5]
"('Apgar_VC', 'Apgar_VC_parking', 'Avalanche_parking', 'Avalanche_trail', 'Big_bend', 'Lake_macdonald_lodge', 'Moose_country', 'Shuttle_Avalanche', 'Siyeh_bend_parking', 'Siyeh_bend_trail', 'Trail_of_Cedars')","[""'1321""]",1,[23367.0],['2023-07-02 10:10:30'],['2023-07-02 20:38:12'],[627.7]
"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Loop_parking', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'Sun_point_parking')","[""'13231""]",1,[31216.0],['2023-07-24 10:03:27'],['2023-07-24 19:49:27'],[586.0]
"('Apgar_VC', 'Logan_pass_parking', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'Sun_point_parking')","[""'13241""]",1,[47265.0],['2023-07-24 11:14:02'],['2023-07-25 02:44:11'],[930.15]
"('Gunsight_trailhead_stMary_falls', 'Jackson_glac_overlook', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'St_mary_VC_parking', 'Sun_point_parking')","[""'13331""]",1,[52121.0],['2023-07-24 09:45:01'],['2023-07-25 00:46:42'],[901.6833333333333]
"('Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'St_mary_VC_parking')","[""'13381""]",1,[32845.0],['2023-07-24 09:13:23'],['2023-07-24 22:46:29'],[813.1]
"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Rising_sun_boat_dock', 'Shuttle_Logan_pass')","[""'13511""]",1,[16050.0],['2023-07-24 09:13:41'],['2023-07-24 14:25:26'],[311.75]
"('Big_bend', 'Jackson_glac_overlook', 'Siyeh_bend_parking', 'Wild_goose_island')","[""'14011""]",1,[886.0],['2023-07-26 16:57:40'],['2023-07-26 17:51:55'],[54.25]
"('Apgar_VC', 'Logan_pass_parking', 'Siyeh_bend_parking')","[""'14081""]",1,[33163.0],['2023-07-26 17:06:21'],['2023-07-27 03:55:19'],[648.9666666666667]
"('Oberlin_bend',)","[""'14111""]",1,[390.0],['2023-07-26 18:14:21'],['2023-07-26 18:20:51'],[6.5]
"('Lake_macdonald_lodge', 'Rising_sun', 'Shuttle_Lake_macdonald', 'St_mary_VC_parking')","[""'14151""]",1,[24704.0],['2023-07-26 15:54:20'],['2023-07-27 09:08:17'],[1033.95]
"('Jackson_glac_overlook', 'Logan_pass_parking')","[""'14161""]",1,[2160.0],['2023-07-26 16:20:57'],['2023-07-26 17:17:42'],[56.75]
"('Big_bend', 'Fish_creek', 'Jackson_glac_overlook', 'Oberlin_bend', 'Red_rock', 'Wild_goose_island')","[""'14171""]",1,[49755.0],['2023-07-26 17:47:03'],['2023-07-27 11:40:18'],[1073.25]
"('Jackson_glac_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Loop_parking', 'Oberlin_bend', 'Shuttle_Lake_macdonald')","[""'14181""]",1,[52650.0],['2023-07-26 18:18:00'],['2023-07-27 11:46:54'],[1048.9]
"('Apgar_VC', 'Big_bend', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Siyeh_bend_trail')","[""'14191""]",1,[5774.0],['2023-07-26 16:16:02'],['2023-07-26 20:09:32'],[233.5]
"('Baring_falls_parking', 'Big_bend', 'Gunsight_pass_trailhead', 'Jackson_glac_overlook', 'Lunch_creek_parking', 'Oberlin_bend', 'Shuttle_St_mary_falls', 'Siyeh_bend_parking', 'Wild_goose_island')","[""'14271""]",1,[2836.0],['2023-07-26 16:40:29'],['2023-07-26 18:51:59'],[131.5]
"('Apgar_VC', 'Rising_sun_picnic_area', 'Wild_goose_island')","[""'14321""]",1,[37999.0],['2023-07-26 17:39:34'],['2023-07-27 07:38:05'],[838.5166666666667]
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Moose_country', 'Shuttle_Lake_macdonald', 'Sun_point_parking')","[""'14411""]",1,[3376.0],['2023-07-26 15:45:46'],['2023-07-26 20:36:46'],[291.0]
"('Hidden_lake_overlook', 'Jackson_glac_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Siyeh_bend_parking', 'Siyeh_bend_trail', 'St_mary_VC_parking')","[""'14431""]",1,[34302.0],['2023-07-26 16:29:37'],['2023-07-27 09:42:00'],[1032.3833333333334]
"('Big_bend', 'Loop_parking', 'Red_rock')","[""'14441""]",1,[1050.0],['2023-07-26 18:11:22'],['2023-07-26 18:52:52'],[41.5]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Moose_country')","[""'14521""]",1,[2475.0],['2023-07-26 18:38:44'],['2023-07-26 21:06:14'],[147.5]
"('Big_bend', 'Hidden_lake_overlook', 'Jackson_glac_overlook', 'Logan_pass_VC', 'Logan_pass_parking')","[""'14541""]",1,[4875.0],['2023-07-26 16:47:17'],['2023-07-26 19:00:51'],[133.56666666666666]
"('Apgar_VC', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')","[""'15011""]",1,[6905.0],['2023-07-27 10:01:56'],['2023-07-27 14:40:53'],[278.95]
"('Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass', 'Trail_of_Cedars')","[""'15101""]",1,[20475.0],['2023-07-27 10:33:54'],['2023-07-27 17:03:39'],[389.75]
"('Apgar_VC', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Loop')","[""'15161""]",1,[31412.0],['2023-07-27 10:00:02'],['2023-07-28 00:03:14'],[843.2]
"('Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Trail_of_Cedars')","[""'15191"", ""'15261"", ""'15411"", ""'1551"", ""'21081"", ""'24341""]",6,"[18045.0, 14655.0, 18932.0, 16687.0, 9959.0, 20296.0]","['2023-07-27 11:37:04', '2023-07-27 10:34:02', '2023-07-27 12:00:25', '2023-07-27 11:36:51', '2023-08-03 09:49:34', '2023-08-07 10:24:48']","['2023-07-27 18:17:34', '2023-07-27 14:49:47', '2023-07-27 17:03:25', '2023-07-27 15:55:57', '2023-08-03 12:59:15', '2023-08-07 16:30:04']","[400.5, 255.75, 303.0, 259.1, 189.68333333333334, 365.26666666666665]"
"('Apgar_VC', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'15251""]",1,[36597.0],['2023-07-27 10:00:12'],['2023-07-28 02:36:16'],[996.0666666666667]
"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')","[""'15291"", ""'16471""]",2,"[13413.0, 8625.0]","['2023-07-27 12:46:04', '2023-07-30 17:19:54']","['2023-07-27 15:46:22', '2023-07-30 18:34:24']","[180.3, 74.5]"
"('Avalanche_parking', 'Big_bend', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass')","[""'15321""]",1,[6600.0],['2023-07-27 12:15:15'],['2023-07-27 15:01:00'],[165.75]
"('Avalanche_parking', 'Avalanche_trail', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'Trail_of_Cedars')","[""'15441""]",1,[12240.0],['2023-07-27 12:21:35'],['2023-07-27 17:03:21'],[281.76666666666665]
"('Apgar_VC', 'Avalanche_parking', 'Hidden_lake_overlook', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass', 'Shuttle_Loop')","[""'15501""]",1,[22532.0],['2023-07-27 11:37:02'],['2023-07-28 02:18:19'],[881.2833333333333]
"('Apgar_VC', 'Avalanche_parking', 'Baring_falls_trail', 'Lake_macdonald_lodge', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Avalanche', 'Shuttle_Lake_macdonald', 'Shuttle_Logan_pass', 'Shuttle_St_mary_falls', 'Shuttle_Sunrift_gorge', 'StMary_falls_trail', 'Viriginia_falls_trail')","[""'15532""]",1,[13110.0],['2023-07-27 11:36:47'],['2023-07-28 02:23:32'],[886.75]
"('Apgar_campground', 'Big_bend', 'Logan_pass_parking', 'Lunch_creek_parking')","[""'16011""]",1,[1920.0],['2023-07-30 18:43:52'],['2023-07-30 20:58:52'],[135.0]
"('Apgar_VC_parking', 'Logan_pass_parking', 'Loop_parking')","[""'16021""]",1,[2100.0],['2023-07-30 16:01:40'],['2023-07-30 17:58:55'],[117.25]
"('Gunsight_pass_trailhead',)","[""'16081""]",1,[315.0],['2023-07-30 18:03:05'],['2023-07-30 18:08:20'],[5.25]
"('Fish_creek',)","[""'16111"", ""'16421"", ""'25181""]",3,"[3960.0, 64440.0, 4674.0]","['2023-07-30 16:00:08', '2023-07-30 17:52:21', '2023-08-08 15:23:26']","['2023-07-30 17:06:08', '2023-07-31 11:46:21', '2023-08-08 16:42:35']","[66.0, 1074.0, 79.15]"
"('Apgar_campground', 'Apgar_village')","[""'16121""]",1,[900.0],['2023-07-30 15:46:20'],['2023-07-30 16:58:35'],[72.25]
"('Apgar_VC', 'Apgar_campground', 'Apgar_village', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking')","[""'16181""]",1,[29280.0],['2023-07-31 17:57:49'],['2023-08-01 06:02:04'],[724.25]
"('Apgar_VC_parking', 'Apgar_campground', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Red_rock')","[""'16221""]",1,[9135.0],['2023-07-30 16:59:00'],['2023-07-30 21:42:15'],[283.25]
"('Apgar_village',)","[""'16291"", ""'16531""]",2,"[2535.0, 4260.0]","['2023-07-30 16:19:35', '2023-07-30 16:41:48']","['2023-07-30 17:06:50', '2023-07-30 17:52:48']","[47.25, 71.0]"
"('Apgar_campground', 'Many_glacier_trail')","[""'16321""]",1,[3075.0],['2023-07-30 18:47:08'],['2023-07-30 21:17:23'],[150.25]
"('Lake_macdonald_lodge', 'Logan_pass_parking', 'St_mary_falls_parking')","[""'16341""]",1,[4680.0],['2023-07-30 18:10:38'],['2023-07-30 20:52:38'],[162.0]
"('Apgar_VC', 'Apgar_VC_parking', 'Apgar_campground', 'Apgar_village', 'Avalanche_parking')","[""'16351""]",1,[59965.0],['2023-07-30 17:58:12'],['2023-07-31 11:40:07'],[1061.9166666666667]
"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_parking', 'Lunch_creek_parking', 'Shuttle_St_mary_falls', 'St_mary_VC')","[""'16411""]",1,[33361.0],['2023-07-30 17:57:28'],['2023-07-31 04:38:59'],[641.5166666666667]
"('Big_bend', 'St_mary_VC_parking')","[""'16441"", ""'20241""]",2,"[38400.0, 23415.0]","['2023-07-30 17:56:13', '2023-08-02 12:51:47']","['2023-07-31 05:23:58', '2023-08-03 05:13:01']","[687.75, 981.2333333333333]"
"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_parking', 'Oberlin_bend')","[""'16501""]",1,[1455.0],['2023-07-30 18:27:24'],['2023-07-30 19:37:24'],[70.0]
"('Apgar_VC', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking')","[""'17041""]",1,[29025.0],['2023-07-31 16:06:06'],['2023-08-01 06:09:36'],[843.5]
"('Gunsight_pass_trailhead', 'Hidden_lake_overlook', 'Jackson_glac_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'St_mary_campground', 'Wild_goose_island')","[""'17081""]",1,[39855.0],['2023-07-31 15:49:30'],['2023-08-01 04:08:30'],[739.0]
