Trip_Order,IDs,Count,Total_Duration_POI,Trip_Start_Time,Trip_End_Time,Total_Trip_Duration
"('Trail_of_Cedars', 'Loop_parking', 'Logan_pass_parking', 'Trail_of_Cedars')","[""'06041""]",1,[10740.0],['2023-07-11 11:39:04'],['2023-07-11 16:29:04'],[290.0]
"('Trail_of_Cedars', 'Logan_pass_parking', 'Sun_point_parking', 'Wild_goose_island', 'St_mary_VC_parking')","[""'06061""]",1,[1416.0],['2023-07-11 10:48:26'],['2023-07-11 12:43:29'],[115.05]
"('Lake_macdonald_lodge', 'Moose_country', 'Avalanche_parking', 'Red_rock', 'Big_bend', 'Logan_pass_parking')","[""'06111""]",1,[1905.0],['2023-07-11 11:56:32'],['2023-07-11 13:56:32'],[120.0]
"('Apgar_campground', 'Loop_parking', 'Logan_pass_parking', 'Wild_goose_island')","[""'06131""]",1,[1980.0],['2023-07-11 11:32:45'],['2023-07-11 13:46:45'],[134.0]
"('Lake_macdonald_lodge',)","[""'06151"", ""'07361"", ""'1313"", ""'16261"", ""'23521"", ""'27341""]",6,"[345.0, 50928.0, 6702.0, 2325.0, 5260.0, 750.0]","['2023-07-11 11:48:49', '2023-07-12 17:15:20', '2023-07-26 18:00:23', '2023-07-30 17:18:02', '2023-08-06 15:29:13', '2023-08-08 12:55:53']","['2023-07-11 11:54:34', '2023-07-13 09:29:08', '2023-07-26 19:54:49', '2023-07-30 17:57:47', '2023-08-06 16:56:53', '2023-08-08 13:08:23']","[5.75, 973.8, 114.43333333333334, 39.75, 87.66666666666667, 12.5]"
"('Apgar_VC_parking', 'Apgar_VC', 'Apgar_village', 'Apgar_VC_parking', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')","[""'06171""]",1,[14365.0],['2023-07-11 10:13:10'],['2023-07-11 16:40:49'],[387.65]
"('Apgar_VC_parking', 'Apgar_VC', 'Apgar_VC_parking', 'Avalanche_parking', 'Red_rock', 'Loop_parking', 'Baring_falls_trail')","[""'06181""]",1,[4926.0],['2023-07-11 11:11:22'],['2023-07-11 15:46:33'],[275.18333333333334]
"('Logan_pass_parking', 'Jackson_glac_overlook', 'Gunsight_pass_trailhead')","[""'06261""]",1,[8416.0],['2023-07-11 14:39:48'],['2023-07-11 17:10:03'],[150.25]
"('Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking')","[""'06291""]",1,[12121.0],['2023-07-11 11:48:51'],['2023-07-11 15:15:21'],[206.5]
"('Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Oberlin_bend', 'Sun_point_parking', 'Logan_pass_parking', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Big_bend')","[""'06301""]",1,[30924.0],['2023-07-10 07:44:32'],['2023-07-10 18:56:10'],[671.6333333333333]
"('Wild_goose_island', 'St_mary_VC_parking')","[""'06351""]",1,[2625.0],['2023-07-11 12:47:29'],['2023-07-11 13:42:59'],[55.5]
"('Lake_macdonald_lodge', 'Moose_country', 'Big_bend', 'Rising_sun')","[""'06381""]",1,[5805.0],['2023-07-11 11:38:51'],['2023-07-11 15:01:59'],[203.13333333333333]
"('Moose_country', 'Avalanche_parking', 'Loop_parking', 'Loop_highline_grinnell_glac')","[""'06421""]",1,[25349.0],['2023-07-11 11:54:02'],['2023-07-11 19:35:00'],[460.96666666666664]
"('Lake_macdonald_lodge', 'Avalanche_parking', 'Loop_parking', 'Logan_pass_parking', 'Rising_sun')","[""'06441""]",1,[20250.0],['2023-07-11 11:42:59'],['2023-07-11 20:27:29'],[524.5]
"('Lake_macdonald_lodge', 'Moose_country', 'Avalanche_parking', 'Red_rock', 'Logan_pass_parking')","[""'06451""]",1,[6525.0],['2023-07-11 10:49:27'],['2023-07-11 13:59:57'],[190.5]
"('Apgar_village', 'Apgar_VC_parking')","[""'06461"", ""'20381""]",2,"[2175.0, 285.0]","['2023-07-11 10:18:18', '2023-08-02 13:50:28']","['2023-07-11 10:56:48', '2023-08-02 13:57:58']","[38.5, 7.5]"
"('Avalanche_parking',)","[""'06481"", ""'16091""]",2,"[15601.0, 360.0]","['2023-07-11 11:57:19', '2023-07-30 16:46:35']","['2023-07-11 16:38:34', '2023-07-30 16:52:35']","[281.25, 6.0]"
"('Logan_pass_parking', 'Avalanche_parking', 'Apgar_VC_parking')","[""'06511""]",1,[2760.0],['2023-07-12 17:48:29'],['2023-07-12 21:08:14'],[199.75]
"('Apgar_VC_parking', 'Apgar_VC', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Logan_pass_parking', 'Red_rock', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')","[""'06521""]",1,[15976.0],['2023-07-11 10:27:22'],['2023-07-11 18:00:32'],[453.1666666666667]
"('Lake_macdonald_lodge', 'Apgar_VC_parking')","[""'06531""]",1,[19485.0],['2023-07-11 11:32:32'],['2023-07-11 17:24:32'],[352.0]
"('Lake_macdonald_lodge', 'Snyder_ridge_trail', 'Lake_macdonald_lodge', 'Apgar_VC_parking', 'Apgar_VC')","[""'06541""]",1,[18095.0],['2023-07-11 10:36:27'],['2023-07-11 18:25:02'],[468.5833333333333]
"('Logan_pass_parking',)","[""'07041"", ""'07171"", ""'09081"", ""'20331""]",4,"[1245.0, 2160.0, 180.0, 825.0]","['2023-07-12 18:13:22', '2023-07-12 16:39:13', '2023-07-16 08:46:44', '2023-08-02 12:21:08']","['2023-07-12 18:34:07', '2023-07-12 17:15:13', '2023-07-16 08:49:44', '2023-08-02 12:38:08']","[20.75, 36.0, 3.0, 17.0]"
"('St_mary_falls_parking',)","[""'07091""]",1,[390.0],['2023-07-12 16:10:37'],['2023-07-12 16:17:07'],[6.5]
"('Logan_pass_parking', 'Oberlin_climbing', 'Logan_pass_parking')","[""'07101""]",1,[7185.0],['2023-07-12 16:08:25'],['2023-07-12 18:14:25'],[126.0]
"('Apgar_VC',)","[""'07121"", ""'07541"", ""'14221"", ""'17021""]",4,"[18939.0, 149.0, 56257.0, 10755.0]","['2023-07-12 20:54:56', '2023-07-12 18:27:32', '2023-07-26 17:41:42', '2023-07-31 18:09:06']","['2023-07-13 04:31:03', '2023-07-12 18:30:01', '2023-07-27 09:34:50', '2023-07-31 21:17:21']","[456.1166666666667, 2.4833333333333334, 953.1333333333333, 188.25]"
"('Rising_sun', 'Apgar_VC')","[""'07131""]",1,[3151.0],['2023-07-12 15:17:29'],['2023-07-12 18:54:30'],[217.01666666666668]
"('Logan_pass_parking', 'Apgar_VC_parking')","[""'07161"", ""'14421""]",2,"[1860.0, 2415.0]","['2023-07-12 16:44:37', '2023-07-26 17:27:46']","['2023-07-12 18:38:37', '2023-07-26 21:32:31']","[114.0, 244.75]"
"('Logan_pass_parking', 'Hidden_lake_overlook')","[""'07181""]",1,[3990.0],['2023-07-12 16:51:36'],['2023-07-12 17:59:51'],[68.25]
"('Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Logan_pass_parking')","[""'07211""]",1,[2940.0],['2023-07-12 17:41:02'],['2023-07-12 18:44:32'],[63.5]
"('Apgar_VC_parking', 'Apgar_VC')","[""'07221"", ""'09201""]",2,"[2329.0, 480.0]","['2023-07-12 18:00:26', '2023-07-16 09:44:01']","['2023-07-12 18:56:23', '2023-07-16 09:52:16']","[55.95, 8.25]"
"('Wild_goose_island', 'Oberlin_bend', 'Logan_pass_parking', 'St_mary_campground', 'St_mary_VC_parking')","[""'07231""]",1,[43562.0],['2023-07-12 17:29:51'],['2023-07-13 10:23:22'],[1013.5166666666667]
"('Apgar_campground',)","[""'07251""]",1,[59535.0],['2023-07-12 18:53:02'],['2023-07-13 11:25:17'],[992.25]
"('St_mary_falls_parking', 'StMary_falls_trail', 'St_mary_falls_parking', 'St_mary_VC')","[""'07261""]",1,[8086.0],['2023-07-12 17:40:50'],['2023-07-12 20:36:35'],[175.75]
"('Wild_goose_island',)","[""'07271""]",1,[285.0],['2023-07-12 17:46:04'],['2023-07-12 17:51:19'],[5.25]
"('Jackson_glac_overlook',)","[""'07301"", ""'09351"", ""'14101""]",3,"[465.0, 840.0, 345.0]","['2023-07-12 17:26:55', '2023-07-16 08:39:52', '2023-07-26 16:11:17']","['2023-07-12 17:34:55', '2023-07-16 09:15:37', '2023-07-26 16:17:02']","[8.0, 35.75, 5.75]"
"('Red_rock',)","[""'07321""]",1,[1050.0],['2023-07-12 16:55:07'],['2023-07-12 17:12:37'],[17.5]
"('Oberlin_bend', 'Lunch_creek_parking', 'St_mary_VC_parking')","[""'07341""]",1,[2805.0],['2023-07-12 16:14:43'],['2023-07-12 17:37:28'],[82.75]
"('Jackson_glac_overlook', 'Logan_pass_parking', 'Apgar_village', 'Apgar_VC_parking')","[""'07351""]",1,[3510.0],['2023-07-12 16:54:38'],['2023-07-12 19:18:23'],[143.75]
"('Sun_point_parking', 'Sun_point_nature_trail', 'Baring_falls_to_sun_point', 'Baring_falls_trail', 'Viriginia_falls_trail', 'Baring_falls_to_sun_point', 'Sun_point_parking')","[""'07391""]",1,[5880.0],['2023-07-06 12:07:23'],['2023-07-06 15:42:38'],[215.25]
"('Fish_creek', 'Apgar_village')","[""'07411""]",1,[54190.0],['2023-07-12 17:45:35'],['2023-07-13 09:09:47'],[924.2]
"('Sun_point_parking', 'Baring_falls_to_sun_point', 'Sun_point_parking')","[""'07441"", ""'20411""]",2,"[1395.0, 4092.0]","['2023-07-12 15:43:09', '2023-08-02 11:20:39']","['2023-07-12 16:36:24', '2023-08-02 12:33:36']","[53.25, 72.95]"
"('Red_rock', 'Apgar_VC_parking', 'Apgar_VC')","[""'07451""]",1,[8764.0],['2023-07-12 18:39:40'],['2023-07-13 05:25:58'],[646.3]
"('Loop_parking', 'Apgar_VC_parking')","[""'07521""]",1,[465.0],['2023-07-12 17:43:28'],['2023-07-12 18:42:43'],[59.25]
"('Rising_sun_boat_dock', 'Sun_point_parking', 'Baring_falls_to_sun_point', 'StMary_falls_trail', 'Shuttle_Logan_pass', 'Rising_sun_boat_dock')","[""'08231""]",1,[4260.0],['2023-07-14 14:55:38'],['2023-07-14 17:49:05'],[173.45]
"('Rising_sun_boat_dock', 'Sun_point_parking', 'Logan_pass_parking', 'Apgar_VC_parking')","[""'09041""]",1,[21180.0],['2023-07-16 09:22:32'],['2023-07-16 17:10:17'],[467.75]
"('St_mary_falls_parking', 'Viriginia_falls_trail', 'StMary_falls_trail', 'St_mary_falls_parking', 'Baring_falls_trail', 'StMary_falls_trail', 'St_mary_falls_parking')","[""'09071""]",1,[8640.0],['2023-07-16 08:39:32'],['2023-07-16 12:42:32'],[243.0]
"('Wild_goose_island', 'Sun_point_parking', 'Baring_falls_parking', 'Jackson_glac_overlook', 'Lunch_creek_parking', 'Big_bend', 'Red_rock', 'Apgar_VC')","[""'09111""]",1,[18910.0],['2023-07-16 07:56:35'],['2023-07-16 17:37:45'],[581.1666666666666]
"('Wild_goose_island', 'Big_bend', 'Red_rock', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Apgar_village', 'Oberlin_bend')","[""'09151""]",1,[14910.0],['2023-07-16 08:53:50'],['2023-07-16 16:02:05'],[428.25]
"('Sun_point_parking', 'Red_rock', 'Logan_pass_parking', 'Wild_goose_island', 'Logan_pass_parking')","[""'09161""]",1,[8265.0],['2023-07-16 08:55:04'],['2023-07-16 16:52:04'],[477.0]
"('Siyeh_bend_trail', 'Siyeh_bend_parking', 'St_mary_campground')","[""'09191""]",1,[61231.0],['2023-07-16 08:42:29'],['2023-07-17 02:17:14'],[1054.75]
"('Rising_sun_boat_dock', 'St_mary_falls_parking', 'Rising_sun_boat_dock', 'Baring_falls_trail', 'Rising_sun_boat_dock')","[""'09281""]",1,[5190.0],['2023-07-16 08:03:37'],['2023-07-16 11:49:37'],[226.0]
"('Big_bend', 'Avalanche_parking', 'Moose_country', 'Apgar_campground')","[""'09291""]",1,[3016.0],['2023-07-16 08:41:29'],['2023-07-16 10:54:14'],[132.75]
"('Rising_sun_boat_dock',)","[""'09331""]",1,[2550.0],['2023-07-16 08:11:06'],['2023-07-16 08:53:36'],[42.5]
"('Red_rock', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Apgar_village')","[""'09341""]",1,[19351.0],['2023-07-16 09:52:48'],['2023-07-16 16:20:48'],[388.0]
"('Sun_point_parking', 'St_mary_falls_parking', 'StMary_falls_trail', 'St_mary_falls_parking', 'Jackson_glac_overlook', 'Logan_pass_parking', 'Lunch_creek_parking', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Lake_macdonald_lodge', 'Apgar_village', 'Apgar_VC_parking', 'Apgar_VC')","[""'09381""]",1,[18797.0],['2023-07-16 07:56:59'],['2023-07-16 16:25:44'],[508.75]
"('Sun_point_parking', 'Sun_point_nature_trail', 'Baring_falls_trail', 'StMary_falls_trail', 'St_mary_falls_parking', 'Shuttle_St_mary_falls', 'Sun_point_parking')","[""'09401""]",1,[14280.0],['2023-07-16 09:39:01'],['2023-07-16 14:50:46'],[311.75]
"('Avalanche_parking', 'Lake_macdonald_lodge', 'Apgar_village', 'Lake_macdonald_lodge')","[""'09421""]",1,[53874.0],['2023-07-16 10:41:40'],['2023-07-17 03:28:52'],[1007.2]
"('Sun_point_parking', 'Big_bend', 'Red_rock', 'Trail_of_Cedars', 'Lake_macdonald_lodge')","[""'09471""]",1,[1785.0],['2023-07-16 09:41:50'],['2023-07-16 11:54:50'],[133.0]
"('Gunsight_pass_trailhead', 'Big_bend', 'Loop_parking', 'Avalanche_parking', 'Red_rock', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Apgar_VC_parking')","[""'09501""]",1,[12766.0],['2023-07-16 09:05:32'],['2023-07-16 15:25:56'],[380.4]
"('Apgar_VC_parking', 'Red_rock', 'Loop_parking', 'Logan_pass_parking')","[""'10081""]",1,[3990.0],['2023-07-18 16:40:23'],['2023-07-18 19:52:53'],[192.5]
"('Rising_sun', 'St_mary_VC_parking')","[""'10091"", ""'10241""]",2,"[750.0, 750.0]","['2023-07-16 09:41:39', '2023-07-16 09:41:41']","['2023-07-16 10:03:39', '2023-07-16 10:03:41']","[22.0, 22.0]"
"('Moose_country', 'Big_bend', 'St_mary_VC_parking')","[""'10231""]",1,[14099.0],['2023-07-18 17:58:04'],['2023-07-19 09:46:03'],[947.9833333333333]
"('Apgar_VC', 'Apgar_VC_parking')","[""'10331"", ""'16311""]",2,"[2312.0, 405.0]","['2023-07-18 16:12:17', '2023-07-30 17:12:24']","['2023-07-18 16:51:04', '2023-07-30 17:26:09']","[38.78333333333333, 13.75]"
"('Logan_pass_parking', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_parking')","[""'10391""]",1,[6300.0],['2023-07-18 18:38:05'],['2023-07-18 20:26:35'],[108.5]
"('Logan_pass_parking', 'Logan_pass_VC', 'Oberlin_climbing', 'Logan_pass_parking', 'Big_bend')","[""'10471""]",1,[10515.0],['2023-07-18 18:42:24'],['2023-07-18 21:57:39'],[195.25]
"('Lake_macdonald_lodge', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Apgar_VC')","[""'11111"", ""'23041""]",2,"[41333.0, 22094.0]","['2023-07-20 11:29:21', '2023-08-06 08:57:27']","['2023-07-21 03:00:16', '2023-08-06 23:47:50']","[930.9166666666666, 890.3833333333333]"
"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Avalanche_parking', 'Shuttle_Avalanche', 'Avalanche_parking', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge')","[""'11331""]",1,[20251.0],['2023-07-20 10:18:23'],['2023-07-20 16:47:53'],[389.5]
"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Avalanche_parking', 'Shuttle_Avalanche', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Shuttle_Logan_pass', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge', 'Apgar_VC')","[""'11411""]",1,[29406.0],['2023-07-20 10:56:22'],['2023-07-21 03:19:18'],[982.9333333333333]
"('Lake_macdonald_lodge', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge', 'Apgar_VC')","[""'11421""]",1,[16260.0],['2023-07-20 10:20:02'],['2023-07-20 18:40:38'],[500.6]
"('Apgar_VC', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Apgar_VC')","[""'11531""]",1,[37854.0],['2023-07-20 09:50:33'],['2023-07-21 03:44:03'],[1073.5]
"('Shuttle_Logan_pass', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'Shuttle_St_mary_falls', 'St_mary_VC_parking')","[""'12011""]",1,[24181.0],['2023-07-21 09:27:09'],['2023-07-21 17:17:54'],[470.75]
"('Shuttle_Logan_pass', 'Loop_highline_grinnell_glac')","[""'12021"", ""'23511""]",2,"[62445.0, 60615.0]","['2023-07-21 09:11:19', '2023-08-06 07:58:02']","['2023-07-22 02:32:49', '2023-08-07 00:56:47']","[1041.5, 1018.75]"
"('Logan_pass_VC',)","[""'12031""]",1,[31425.0],['2023-07-21 09:29:32'],['2023-07-21 19:11:35'],[582.05]
"('St_mary_VC_parking', 'Rising_sun_boat_dock', 'Shuttle_Siyeh_bend', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'St_mary_VC_parking')","[""'12151""]",1,[25243.0],['2023-07-21 09:48:51'],['2023-07-21 22:49:49'],[780.9666666666667]
"('Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Shuttle_Logan_pass', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass')","[""'12161""]",1,[7785.0],['2023-07-21 10:39:05'],['2023-07-21 14:52:20'],[253.25]
"('Logan_pass_VC', 'Logan_pass_parking', 'Loop_highline_grinnell_glac')","[""'12251""]",1,[21692.0],['2023-07-21 08:59:59'],['2023-07-21 15:10:32'],[370.55]
"('Rising_sun_boat_dock', 'Shuttle_Logan_pass', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'St_mary_VC_parking')","[""'12301""]",1,[44854.0],['2023-07-21 11:06:43'],['2023-07-22 01:02:16'],[835.55]
"('Rising_sun_boat_dock', 'Sun_point_parking', 'Shuttle_Sun_point', 'StMary_falls_trail', 'Shuttle_St_mary_falls', 'Sun_point_parking', 'Rising_sun_boat_dock', 'St_mary_VC', 'St_mary_VC_parking')","[""'12401""]",1,[11251.0],['2023-07-21 09:27:59'],['2023-07-22 03:15:37'],[1067.6333333333334]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Jackson_glac_overlook', 'Shuttle_St_mary_falls', 'StMary_falls_trail', 'St_mary_VC_parking')","[""'12501""]",1,[24615.0],['2023-07-21 09:02:42'],['2023-07-21 17:58:42'],[536.0]
"('St_mary_VC_parking', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Avalanche_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'Rising_sun_boat_dock', 'St_mary_VC_parking')","[""'12521""]",1,[37204.0],['2023-07-21 08:08:19'],['2023-07-22 01:37:50'],[1049.5166666666667]
"('Rising_sun_boat_dock', 'Sun_point_parking', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Sun_point_parking')","[""'13041""]",1,[6135.0],['2023-07-24 11:14:03'],['2023-07-24 14:04:33'],[170.5]
"('Apgar_VC', 'Lake_macdonald_lodge', 'Avalanche_parking', 'Shuttle_Avalanche', 'Trail_of_Cedars', 'Avalanche_trail', 'Trail_of_Cedars', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge', 'Apgar_VC_parking', 'Siyeh_bend_parking', 'Siyeh_bend_trail', 'Siyeh_bend_parking', 'Big_bend', 'Moose_country')","[""'1321""]",1,[23367.0],['2023-07-02 10:10:30'],['2023-07-02 20:38:12'],[627.7]
"('Rising_sun_boat_dock', 'Sun_point_parking', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Loop_parking', 'Logan_pass_parking', 'Shuttle_Logan_pass', 'Logan_pass_VC', 'Logan_pass_parking')","[""'13231""]",1,[31216.0],['2023-07-24 10:03:27'],['2023-07-24 19:49:27'],[586.0]
"('Rising_sun_boat_dock', 'Sun_point_parking', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Apgar_VC')","[""'13241""]",1,[47265.0],['2023-07-24 11:14:02'],['2023-07-25 02:44:11'],[930.15]
"('Jackson_glac_overlook', 'Gunsight_trailhead_stMary_falls', 'StMary_falls_trail', 'Shuttle_St_mary_falls', 'Sun_point_parking', 'St_mary_VC_parking')","[""'13331""]",1,[52121.0],['2023-07-24 09:45:01'],['2023-07-25 00:46:42'],[901.6833333333333]
"('Hidden_lake_overlook', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'St_mary_VC_parking', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge', 'Avalanche_parking', 'Shuttle_Avalanche', 'Shuttle_Logan_pass', 'St_mary_VC_parking')","[""'13381""]",1,[32845.0],['2023-07-24 09:13:23'],['2023-07-24 22:46:29'],[813.1]
"('Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Logan_pass_VC', 'Shuttle_Logan_pass', 'Logan_pass_parking', 'Rising_sun_boat_dock')","[""'13511""]",1,[16050.0],['2023-07-24 09:13:41'],['2023-07-24 14:25:26'],[311.75]
"('Wild_goose_island', 'Jackson_glac_overlook', 'Siyeh_bend_parking', 'Big_bend')","[""'14011""]",1,[886.0],['2023-07-26 16:57:40'],['2023-07-26 17:51:55'],[54.25]
"('Siyeh_bend_parking', 'Logan_pass_parking', 'Apgar_VC')","[""'14081""]",1,[33163.0],['2023-07-26 17:06:21'],['2023-07-27 03:55:19'],[648.9666666666667]
"('Oberlin_bend',)","[""'14111""]",1,[390.0],['2023-07-26 18:14:21'],['2023-07-26 18:20:51'],[6.5]
"('Rising_sun', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'St_mary_VC_parking')","[""'14151""]",1,[24704.0],['2023-07-26 15:54:20'],['2023-07-27 09:08:17'],[1033.95]
"('Logan_pass_parking', 'Jackson_glac_overlook')","[""'14161""]",1,[2160.0],['2023-07-26 16:20:57'],['2023-07-26 17:17:42'],[56.75]
"('Wild_goose_island', 'Jackson_glac_overlook', 'Oberlin_bend', 'Big_bend', 'Red_rock', 'Fish_creek')","[""'14171""]",1,[49755.0],['2023-07-26 17:47:03'],['2023-07-27 11:40:18'],[1073.25]
"('Jackson_glac_overlook', 'Oberlin_bend', 'Loop_parking', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Logan_pass_VC', 'Loop_highline_grinnell_glac')","[""'14181""]",1,[52650.0],['2023-07-26 18:18:00'],['2023-07-27 11:46:54'],[1048.9]
"('Siyeh_bend_trail', 'Logan_pass_parking', 'Logan_pass_VC', 'Loop_highline_grinnell_glac', 'Logan_pass_parking', 'Big_bend', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Logan_pass_VC', 'Logan_pass_parking', 'Apgar_VC')","[""'14191""]",1,[5774.0],['2023-07-26 16:16:02'],['2023-07-26 20:09:32'],[233.5]
"('Wild_goose_island', 'Baring_falls_parking', 'Shuttle_St_mary_falls', 'Gunsight_pass_trailhead', 'Jackson_glac_overlook', 'Siyeh_bend_parking', 'Lunch_creek_parking', 'Oberlin_bend', 'Big_bend')","[""'14271""]",1,[2836.0],['2023-07-26 16:40:29'],['2023-07-26 18:51:59'],[131.5]
"('Wild_goose_island', 'Rising_sun_picnic_area', 'Apgar_VC')","[""'14321""]",1,[37999.0],['2023-07-26 17:39:34'],['2023-07-27 07:38:05'],[838.5166666666667]
"('Sun_point_parking', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Moose_country', 'Avalanche_parking', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')","[""'14411""]",1,[3376.0],['2023-07-26 15:45:46'],['2023-07-26 20:36:46'],[291.0]
"('Jackson_glac_overlook', 'Siyeh_bend_parking', 'Siyeh_bend_trail', 'Siyeh_bend_parking', 'Logan_pass_parking', 'Loop_highline_grinnell_glac', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'St_mary_VC_parking')","[""'14431""]",1,[34302.0],['2023-07-26 16:29:37'],['2023-07-27 09:42:00'],[1032.3833333333334]
"('Big_bend', 'Loop_parking', 'Red_rock')","[""'14441""]",1,[1050.0],['2023-07-26 18:11:22'],['2023-07-26 18:52:52'],[41.5]
"('Logan_pass_parking', 'Logan_pass_VC', 'Hidden_lake_overlook', 'Logan_pass_parking', 'Moose_country')","[""'14521""]",1,[2475.0],['2023-07-26 18:38:44'],['2023-07-26 21:06:14'],[147.5]
"('Jackson_glac_overlook', 'Logan_pass_parking', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Big_bend')","[""'14541""]",1,[4875.0],['2023-07-26 16:47:17'],['2023-07-26 19:00:51'],[133.56666666666666]
"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Apgar_VC')","[""'15011""]",1,[6905.0],['2023-07-27 10:01:56'],['2023-07-27 14:40:53'],[278.95]
"('Lake_macdonald_lodge', 'Shuttle_Lake_macdonald', 'Avalanche_parking', 'Shuttle_Avalanche', 'Hidden_lake_overlook', 'Logan_pass_VC', 'Logan_pass_parking', 'Shuttle_Logan_pass', 'Avalanche_parking', 'Shuttle_Avalanche', 'Lake_macdonald_lodge', 'Shuttle_Lake_macdonald')","[""'15091""]",1,[24679.0],['2023-07-27 10:34:00'],['2023-07-27 18:17:34'],[463.56666666666666]
